from,to,kommentar,tonalität,zeit,folge,thema
MASZ,TF,2,2,4,2,10
MSC,TF,2,2,4,2,10
CDU,TF,1,1,4,2,10
MASZ,TF,2,3,4,2,10
SD,TF,2,3,4,2,10
CDU,TF,1,1,4,2,10
ALI,TF,2,1,4,2,10
CDU,TF,1,1,4,2,10
CDU,TF,1,1,4,2,10
SD,TF,2,3,4,2,10
CDU,TF,1,1,4,2,10
CDU,TF,1,1,4,2,10
GRUENE,JD,1,1,4,2,10
FDP,JD,1,1,4,2,10
SPD,JD,1,1,4,2,10
CDU,JD,2,3,4,2,10
GRUENE,JD,1,1,4,2,10
FDP,JD,1,1,4,2,10
SPD,JD,1,1,4,2,10
GRUENE,JD,1,1,4,2,10
SPD,JD,1,1,4,2,10
GRUENE,JD,1,1,4,2,10
FDP,JD,1,1,4,2,10
SPD,JD,1,1,4,2,10
AS,JD,4,3,4,2,10
GRUENE,JD,1,1,4,2,10
SPD,JD,1,1,4,2,10
GRUENE,JD,1,1,4,2,10
GRUENE,JD,1,1,4,2,10
GRUENE,JD,1,1,4,2,10
SPD,JD,1,1,4,2,10
GRUENE,JD,1,1,4,2,10
SPD,JD,1,1,4,2,10
FDP,JD,1,1,4,2,10
FDP,KHP,1,1,4,2,10
GRUENE,KHP,1,1,4,2,10
FDP,KHP,1,1,4,2,10
FDP,KHP,1,1,4,2,10
CR,KHP,1,1,4,2,10
FDP,KHP,1,1,4,2,10
FDP,KHP,1,1,4,2,10
SPD,KHP,1,1,4,2,10
GRUENE,KHP,1,1,4,2,10
AFD,CHBA,1,1,4,2,10
MSC,CHBA,4,2,4,2,10
MASZ,CHBA,2,2,4,2,10
AFD,CHBA,1,1,4,2,10
AFD,CHBA,1,1,4,2,10
AFD,CHBA,1,1,4,2,10
AFD,CHBA,1,1,4,2,10
CL,CHBA,2,3,4,2,10
MKS,CHBA,2,2,4,2,10
AFD,CHBA,1,1,4,2,10
AFD,CHBA,1,1,4,2,10
MASZ,CHBA,2,2,4,2,10
MKS,CHBA,2,2,4,2,10
CR,CHBA,2,2,4,2,10
AFD,MHE,1,1,4,2,10
AFD,MHE,1,1,4,2,10
CAD,TSO,2,4,4,2,10
CDU,TSO,1,1,4,2,10
CAD,TSO,2,2,4,2,10
CAD,TSO,2,4,4,2,10
CAD,TSO,2,4,4,2,10
CAD,TSO,2,4,4,2,10
CDU,TSO,1,1,4,2,10
MASZ,TSO,2,3,4,2,10
CDU,TSO,1,1,4,2,10
FDP,TSO,2,2,4,2,10
SPD,MIG,1,1,4,2,10
SPD,MIG,1,1,4,2,10
FDP,MIG,1,1,4,2,10
JD,MIG,1,1,4,2,10
CDU,JML,1,1,4,2,10
BH,JML,2,3,4,2,10
CDU,JML,1,1,4,2,10
CDU,JML,1,1,4,2,10
CDU,JML,1,1,4,2,10
GRUENE,BH,1,1,4,2,10
SPD,BH,1,1,4,2,10
FDP,BH,1,1,4,2,10
GRUENE,BH,1,1,4,2,10
SPD,BH,1,1,4,2,10
FDP,BH,1,1,4,2,10
GRUENE,JML,2,3,4,2,10
CDU,JML,1,1,4,2,10
GRUENE,JML,2,2,4,2,10
SPD,JML,2,3,4,2,10
GRUENE,JML,2,3,4,2,10
FDP,JML,2,3,4,2,10
MSC,JML,2,3,4,2,10
MASZ,JML,2,3,4,2,10
BH,JML,2,2,4,2,10
CDU,JML,1,1,4,2,10
AFD,JML,3,2,4,2,10
AFD,JML,2,2,4,2,10
SPD,KL,1,1,4,2,10
GRUENE,KL,1,1,4,2,10
FDP,KL,1,1,4,2,10
SPD,KL,1,1,4,2,10
GRUENE,KL,1,1,4,2,10
FDP,KL,1,1,4,2,10
FDP,JML,2,3,4,2,10
MSC,JML,2,3,4,2,10
AD,JML,2,1,4,2,10
CDU,JML,2,1,4,2,10
GICO,JML,2,1,4,2,10
CDU,JML,2,1,4,2,10
CDU,JML,1,1,4,2,10
MKS,JML,2,3,4,2,10
CDU,JML,1,1,4,2,10
AFD,JML,3,2,4,2,10
CDU,JML,1,1,4,2,10
AFD,MS,1,1,4,2,10
SPD,MS,3,2,4,2,10
AFD,MS,1,1,4,2,10
CDU,JML,1,1,4,2,10
SPD,JML,1,1,4,2,10
GRUENE,JML,1,1,4,2,10
FDP,JML,1,1,4,2,10
LINKE,JML,1,1,4,2,10
CDU,JML,1,1,4,2,10
SPD,JML,1,1,4,2,10
GRUENE,JML,1,1,4,2,10
FDP,JML,1,1,4,2,10
LINKE,JML,1,1,4,2,10
GL,LGB,2,1,236,2,6
LINKE,LGB,1,1,236,2,6
KM,LGB,3,2,236,2,6
AWG,LGB,2,2,236,2,6
KHI,LGB,2,2,236,2,6
LINKE,LGB,1,1,236,2,6
JSH,LGB,1,1,236,2,6
ABL,LGB,3,4,236,2,6
KHI,LGB,8,4,236,2,6
LINKE,LGB,1,1,236,2,6
GRUENE,LB,1,1,236,2,12
AWG,LB,2,1,236,2,12
KHI,LB,2,4,236,2,12
AWG,LB,3,2,236,2,12
AWG,LB,3,2,236,1,12
GRUENE,LB,1,1,236,2,12
AWG,LB,3,2,236,1,12
AWG,LB,3,2,236,2,12
GRUENE,LB,1,1,236,2,12
SLE,LB,1,1,236,2,12
AWG,LB,3,2,236,2,12
AWG,LB,3,2,236,2,12
GRUENE,LB,1,1,236,2,12
AWG,LB,3,2,236,1,12
KHI,LB,4,4,236,2,12
KM,LB,2,3,236,2,12
GRUENE,LB,1,1,236,2,12
AWG,LB,3,2,236,2,12
LK,LB,4,2,236,2,12
AFD,LB,8,4,236,2,12
KHI,LB,2,4,236,2,12
GRUENE,LB,1,1,236,2,12
AFD,LB,2,4,236,2,12
SPD,BW,1,1,236,2,12
AFD,BW,1,1,236,2,12
CDU,BW,1,1,236,2,12
FDP,BW,1,1,236,2,12
GRUENE,BW,2,2,236,2,12
SPD,BW,1,1,236,2,12
SPD,BW,1,1,236,2,12
SPD,BW,1,1,236,2,12
RLE,BW,1,1,236,2,12
LINKE,BW,1,1,236,2,12
INE,BW,1,1,236,2,12
SPD,BW,1,1,236,2,12
AMS,AWG,1,1,236,2,12
CDU,AWG,1,1,236,2,12
LB,AWG,2,2,236,2,12
LB,AWG,3,2,236,2,12
CDU,AWG,1,1,236,2,12
FB,AWG,2,2,236,2,12
LK,AWG,7,2,236,2,12
GRUENE,AWG,3,2,236,2,12
LB,AWG,3,2,236,2,12
KM,AWG,2,2,236,2,12
CDU,AWG,1,1,236,2,12
MWB,BHE,1,1,236,2,12
SPD,BHE,1,1,236,2,12
RLE,BHE,1,1,236,2,12
SPD,BHE,1,1,236,2,12
LINKE,BHE,1,1,236,2,12
SPD,BHE,1,1,236,2,12
CDU,BHE,1,1,236,2,12
LINKE,BHE,1,1,236,2,12
KM,BHE,2,1,236,2,12
SPD,BHE,1,1,236,2,12
SPD,BHE,1,1,236,2,12
CDU,BHE,1,1,236,2,12
LINKE,BHE,1,1,236,2,12
GRUENE,BHE,1,1,236,2,12
ABL,BHE,2,2,236,2,12
SB,BHE,4,4,236,2,12
ABL,BHE,2,2,236,2,12
AFD,BHE,2,2,236,2,12
SPD,BHE,1,1,236,2,12
SPD,BHE,1,1,236,2,12
CDU,BHE,1,1,236,2,12
FDP,BHE,1,1,236,2,12
LINKE,BHE,1,1,236,2,12
GRUENE,BHE,1,1,236,2,12
RK,MHEL,2,4,236,2,12
CDU,MHEL,1,1,236,2,12
SPD,MHEL,1,1,236,2,12
AFD,MM,1,1,236,2,12
FP,MM,1,1,236,2,12
SPD,ADA,1,1,236,2,12
CDU,ADA,1,1,236,2,12
CDU,ADA,1,1,236,2,12
CDU,ADA,1,1,236,2,12
EK,DS,2,4,236,2,3
FG,DS,2,4,236,2,3
EK,DS,2,2,236,2,3
BB,DS,2,2,236,2,3
CDU,DS,1,1,236,2,3
FDP,DS,1,1,236,2,3
SB,DS,2,2,236,2,3
AFD,DS,2,2,236,2,3
CDU,DS,1,1,236,2,3
SPD,DS,1,1,236,2,3
FDP,DS,1,1,236,2,3
AFD,DS,2,2,236,2,3
UN,DS,1,1,236,2,3
CDU,DS,1,1,236,2,3
SPD,DS,1,1,236,2,3
GRUENE,DS,1,1,236,2,3
BB,DS,2,4,236,2,3
BB,DS,2,2,236,2,3
KT,BB,7,4,236,2,3
SB,DS,5,4,236,2,3
MRE,DS,2,2,236,2,3
BB,DS,2,4,236,2,3
CDU,DS,1,1,236,2,3
SPD,DS,1,1,236,2,3
CR,GC,2,4,236,2,3
AFD,GC,1,1,236,2,3
AFD,GC,1,1,236,2,3
UN,GC,2,4,236,2,3
SPD,GC,2,2,236,2,3
AFD,GC,1,1,236,2,3
MLA,GC,3,2,236,2,3
BS,GC,2,4,236,2,3
AFD,GC,1,1,236,2,3
CR,GC,2,2,236,2,3
AFD,GC,1,1,236,2,3
SPD,LC,1,1,236,2,3
SPD,LC,1,1,236,2,3
MRE,LC,2,2,236,2,3
SPD,LC,1,1,236,2,3
CDU,LC,1,1,236,2,3
GC,LC,2,2,236,2,3
AFD,LC,2,2,236,2,3
SPD,LC,1,1,236,2,3
CDU,LC,1,1,236,2,3
FDP,LC,1,1,236,2,3
GRUENE,LC,1,1,236,2,3
LINKE,LC,1,1,236,2,3
SPD,LC,1,1,236,2,3
LINKE,LC,1,1,236,2,3
AFD,LC,2,1,236,2,3
AFD,LC,2,1,236,2,3
GRUENE,AFD,7,2,236,2,3
LAM,AFD,7,2,236,2,3
SPD,LC,1,1,236,2,3
CDU,LC,1,1,236,2,3
MRE,LC,2,2,236,2,3
AFD,LC,2,4,236,2,3
SPD,LC,1,1,236,2,3
FDP,BS,1,1,236,2,3
FDP,BS,1,1,236,2,3
FDP,BS,1,1,236,2,3
LINKE,UJ,1,1,236,2,3
SPD,UJ,1,1,236,2,3
KAGE,UJ,1,1,236,2,3
MRE,UJ,2,2,236,2,3
LINKE,UJ,1,1,236,2,3
SPD,UJ,1,1,236,2,3
LINKE,UJ,1,1,236,2,3
ABL,UJ,2,4,236,2,3
LINKE,UJ,1,1,236,2,3
CR,UJ,1,1,236,2,3
LINKE,UJ,1,1,236,2,3
LINKE,UJ,1,1,236,2,3
GRUENE,LAM,1,1,236,2,3
LINKE,LAM,1,1,236,2,3
SPD,LAM,1,1,236,2,3
SB,LAM,2,4,236,2,3
GRUENE,LAM,1,1,236,2,3
SPD,LAM,1,1,236,2,3
LINKE,LAM,1,1,236,2,3
CDU,LAM,1,1,236,2,3
GRUENE,LAM,1,1,236,2,3
SPD,LAM,1,1,236,2,3
LINKE,LAM,1,1,236,2,3
DS,LAM,1,1,236,2,3
SBL,LAM,1,1,236,2,3
GRUENE,LAM,1,1,236,2,3
GRUENE,LAM,1,1,236,2,3
GRUENE,LAM,1,1,236,2,3
UJ,LAM,1,1,236,2,3
GRUENE,LAM,1,1,236,2,3
ABL,HL,2,4,236,2,3
ABL,HL,2,2,236,2,3
AFD,HL,2,2,236,2,3
AFD,HL,3,2,236,2,3
SPD,HL,1,1,236,2,3
LINKE,HL,1,1,236,2,3
FDP,HL,1,1,236,2,3
GRUENE,HL,1,1,236,2,3
SB,HL,2,2,236,2,3
AFD,HL,2,2,236,2,3
AFD,AFD,1,1,236,2,3
ABL,HL,2,2,236,2,3
AFD,HL,2,2,236,2,3
SPD,HL,1,1,236,2,3
GRUENE,HL,1,1,236,2,3
ST,HL,1,1,236,2,3
AWA,HL,1,1,236,2,3
SPD,HL,1,1,236,2,3
FDP,HL,1,1,236,2,3
LINKE,HL,1,1,236,2,3
GRUENE,HL,1,1,236,2,3
CDU,HL,1,1,236,2,3
SB,HL,2,4,236,2,3
AFD,HL,2,2,236,2,3
ABL,HL,2,2,236,2,3
SPD,HL,1,1,236,2,3
KKG,HL,1,1,236,2,3
SPD,HL,1,1,236,2,3
FDP,HL,1,1,236,2,3
LINKE,HL,1,1,236,2,3
GRUENE,HL,1,1,236,2,3
ABL,HL,2,4,236,2,3
SPD,CT,1,1,236,2,8
SPD,CT,1,1,236,2,8
SPD,CT,1,1,236,2,8
SPD,CT,1,1,236,2,8
SPD,CT,1,1,236,2,8
SPD,CT,1,1,236,2,8
KPS,CT,1,1,236,2,8
SPD,CT,1,1,236,2,8
CDU,CT,1,1,236,2,8
SPD,CT,1,1,236,2,8
KPS,CT,1,1,236,2,8
AFD,ABL,1,1,236,2,8
MSC,ABL,3,2,236,2,8
AFD,ABL,1,1,236,2,8
AFD,ABL,1,1,236,2,8
AFD,ABL,1,1,236,2,8
AFD,ABL,1,1,236,2,8
AFD,ABL,1,1,236,2,8
AFD,ABL,1,1,236,2,8
CDU,JKL,1,1,236,2,8
SPD,JKL,1,1,236,2,8
AFD,JKL,8,4,236,2,8
ABL,JKL,3,2,236,2,8
CDU,JKL,1,1,236,2,8
GCH,JKL,2,2,236,2,8
CDU,JKL,1,1,236,2,8
CDU,JKL,1,1,236,2,8
ABL,JKL,8,4,236,2,8
GCH,JKL,2,4,236,2,8
CDU,JKL,1,1,236,2,8
CDU,JKL,1,1,236,2,8
SL,CDU,2,4,236,2,8
FDP,GCH,1,1,236,2,8
FDP,GCH,1,1,236,2,8
AFD,GCH,1,1,236,2,8
FDP,GCH,1,1,236,2,8
AFD,GCH,1,1,236,2,8
ABL,GCH,2,1,236,2,8
SL,GCH,2,4,236,2,8
ABL,GCH,2,2,236,2,8
FDP,GCH,1,1,236,2,8
LINKE,KT,1,1,236,2,8
LINKE,KT,1,1,236,2,8
LINKE,KT,1,1,236,2,8
LINKE,KT,1,1,236,2,8
LINKE,KT,1,1,236,2,8
LINKE,KT,1,1,236,2,8
LINKE,KT,1,1,236,2,8
SPD,KT,1,1,236,2,8
LINKE,KT,1,1,236,2,8
SPD,KT,1,1,236,2,8
GRUENE,KT,1,1,236,2,8
CDU,KT,1,1,236,2,8
FDP,KT,1,1,236,2,8
GRUENE,SL,1,1,236,2,8
GRUENE,SL,1,1,236,2,8
GRUENE,SL,1,1,236,2,8
GRUENE,SL,1,1,236,2,8
GRUENE,SL,1,1,236,2,8
GRUENE,SL,1,1,236,2,8
ABL,KPS,1,1,236,2,8
SL,KPS,3,2,236,2,8
CDU,KPS,1,1,236,2,8
SPD,KPS,1,1,236,2,8
FDP,KPS,1,1,236,2,8
LINKE,KPS,1,1,236,2,8
GRUENE,KPS,1,1,236,2,8
ABL,KPS,1,1,236,2,8
CDU,KPS,1,1,236,2,8
FDP,KPS,1,1,236,2,8
GRUENE,KPS,1,1,236,2,8
SPD,SSC,1,1,236,2,8
KPS,SSC,1,1,236,2,8
SPD,SSC,1,1,236,2,8
CDU,SSC,1,1,236,2,8
SL,SST,3,2,236,2,8
GCH,SST,2,4,236,2,8
SL,SST,2,2,236,2,8
CDU,SST,1,1,236,2,8
CDU,SST,1,1,236,2,8
CDU,SST,1,1,236,2,8
SL,SST,2,4,236,2,8
CDU,AXM,1,1,236,2,2
SPD,AXM,1,1,236,2,2
FDP,AXM,1,1,236,2,2
LINKE,AXM,1,1,236,2,2
GRUENE,AXM,1,1,236,2,2
CDU,AXM,1,1,236,2,2
SPD,AXM,1,1,236,2,2
FDP,AXM,1,1,236,2,2
LINKE,AXM,1,1,236,2,2
GRUENE,AXM,1,1,236,2,2
GRUENE,AXM,1,1,236,2,2
SBL,AXM,1,1,236,2,2
CDU,AXM,1,1,236,2,2
SPD,AXM,1,1,236,2,2
FDP,AXM,1,1,236,2,2
GRUENE,AXM,1,1,236,2,2
CDU,AXM,1,1,236,2,2
SPD,AXM,1,1,236,2,2
FDP,AXM,1,1,236,2,2
LINKE,AXM,1,1,236,2,2
GRUENE,AXM,1,1,236,2,2
AHA,MF,2,2,236,2,2
VU,MF,3,2,236,2,2
SL,MF,2,2,236,2,2
VU,MF,4,2,236,2,2
SPD,MF,3,2,236,2,2
LINKE,MF,3,2,236,2,2
MSC,MF,2,4,236,2,2
SL,MF,2,4,236,2,2
GRUENE,MF,6,2,236,2,2
UN,MF,2,2,236,2,2
AFD,MF,1,1,236,2,2
FPO,MF,2,2,236,2,2
AFD,MF,1,1,236,2,2
MSC,MF,2,4,236,2,2
FPO,MF,2,2,236,2,2
SPD,MF,2,2,236,2,2
LINKE,MF,2,2,236,2,2
SPD,HL,1,1,236,2,2
CDU,HL,1,1,236,2,2
FDP,HL,1,1,236,2,2
LINKE,HL,1,1,236,2,2
GRUENE,HL,1,1,236,2,2
SPD,HL,1,1,236,2,2
CDU,HL,1,1,236,2,2
FDP,HL,1,1,236,2,2
LINKE,HL,1,1,236,2,2
GRUENE,HL,1,1,236,2,2
EK,HL,3,2,236,2,2
SPD,HL,1,1,236,2,2
CDU,HL,1,1,236,2,2
FDP,HL,1,1,236,2,2
LINKE,HL,1,1,236,2,2
GRUENE,HL,1,1,236,2,2
SPD,HL,1,1,236,2,2
LINKE,HL,1,1,236,2,2
GRUENE,HL,1,1,236,2,2
CDU,HL,1,1,236,2,2
SBL,HL,1,1,236,2,2
SPD,HL,1,1,236,2,2
LINKE,HL,1,1,236,2,2
GRUENE,HL,1,1,236,2,2
SBL,HL,1,1,236,2,2
SPD,HL,1,1,236,2,2
LINKE,HL,1,1,236,2,2
GRUENE,HL,1,1,236,2,2
CDU,HL,1,1,236,2,2
FDP,HL,1,1,236,2,2
FDP,SBL,1,1,236,2,2
FDP,SBL,1,1,236,2,2
FDP,SBL,1,1,236,2,2
SUR,SBL,1,1,236,2,2
FDP,SBL,1,1,236,2,2
GRUENE,SBL,1,1,236,2,2
HL,SBL,1,1,236,2,2
LINKE,UJ,1,1,236,2,2
SPD,UJ,1,1,236,2,2
GRUENE,UJ,1,1,236,2,2
CDU,UJ,1,1,236,2,2
FDP,UJ,1,1,236,2,2
LINKE,UJ,1,1,236,2,2
SPD,UJ,1,1,236,2,2
GRUENE,UJ,1,1,236,2,2
LINKE,UJ,1,1,236,2,2
SPD,UJ,1,1,236,2,2
GRUENE,UJ,1,1,236,2,2
LINKE,UJ,1,1,236,2,2
LINKE,UJ,1,1,236,2,2
CDU,UJ,1,1,236,2,2
SPD,UJ,1,1,236,2,2
FDP,UJ,1,1,236,2,2
GRUENE,UJ,1,1,236,2,2
GRUENE,FPO,1,1,236,2,2
SPD,FPO,1,1,236,2,2
LINKE,FPO,1,1,236,2,2
GRUENE,FPO,1,1,236,2,2
LINKE,FPO,1,1,236,2,2
MF,FPO,2,2,236,2,2
GRUENE,FPO,1,1,236,2,2
SIBA,FPO,1,1,236,2,2
GRUENE,FPO,1,1,236,2,2
SPD,FPO,1,1,236,2,2
LINKE,FPO,1,1,236,2,2
CDU,VU,1,1,236,2,15
SPD,VU,1,1,236,2,15
LINKE,VU,1,1,236,2,15
GRUENE,VU,1,1,236,2,15
MF,VU,2,2,236,2,2
CDU,VU,1,1,236,2,2
SPD,VU,1,1,236,2,2
FDP,VU,1,1,236,2,2
LINKE,VU,1,1,236,2,2
GRUENE,VU,1,1,236,2,2
MF,VU,2,2,236,2,2
CDU,VU,1,1,236,2,2
SPD,VU,1,1,236,2,2
FDP,VU,1,1,236,2,2
LINKE,VU,1,1,236,2,2
GRUENE,VU,1,1,236,2,2
MF,VU,2,4,236,2,2
MF,VU,3,2,236,2,2
CDU,VU,1,1,236,2,2
SPD,VU,1,1,236,2,2
FDP,VU,1,1,236,2,2
LINKE,VU,1,1,236,2,2
GRUENE,VU,1,1,236,2,2
SPD,VU,1,1,236,2,2
CDU,VU,1,1,236,2,2
LINKE,VU,1,1,236,2,2
GRUENE,VU,1,1,236,2,2
CDU,VU,1,1,236,2,2
SPD,VU,1,1,236,2,2
GRUENE,VU,1,1,236,2,2
FDP,VU,1,1,236,2,2
LINKE,VU,1,1,236,2,2
GRUENE,SUR,1,1,236,2,2
SPD,SUR,1,1,236,2,2
GRUENE,SUR,1,1,236,2,2
LINKE,SUR,1,1,236,2,2
KKU,SUR,1,1,236,2,2
MRA,SUR,1,1,236,2,2
SPD,SUR,1,1,236,2,2
LINKE,SUR,1,1,236,2,2
SPD,SUR,1,1,236,2,2
LINKE,SUR,1,1,236,2,2
GRUENE,SUR,1,1,236,2,2
SBL,SUR,1,1,236,2,2
SB,SUR,2,4,236,2,2
SPD,SUR,1,1,236,2,2
LINKE,SUR,1,1,236,2,2
GRUENE,SUR,1,1,236,2,2
SB,SUR,2,2,236,2,2
CR,SB,2,7,236,2,2
GKA,SB,2,7,236,2,2
SPD,SUR,1,1,236,2,2
CDU,SUR,1,1,236,2,2
LINKE,SUR,1,1,236,2,2
GRUENE,SUR,1,1,236,2,2
FDP,SUR,1,1,236,2,2
CDU,CSC,1,1,236,2,10
FDP,CSC,1,1,236,2,10
CDU,CSC,1,1,236,2,10
AU,CSC,3,2,236,2,10
CDU,CSC,1,1,236,2,10
HWE,JSC,2,3,236,1,10
JSK,JSC,5,4,236,2,10
MWB,JSC,2,4,236,2,10
AFD,JSC,1,1,236,2,10
MWB,JSC,3,2,236,2,10
AFD,JSC,1,1,236,2,10
SPD,EFR,1,1,236,2,10
AU,EFR,1,1,236,2,10
SPD,EFR,1,1,236,2,10
SPD,EFR,1,1,236,2,10
HWE,EFR,2,4,236,2,10
SPD,EFR,1,1,236,2,10
SPD,EFR,1,1,236,2,10
SPD,EFR,1,1,236,2,10
FDP,AU,1,1,236,2,10
FDP,AU,1,1,236,2,10
FDP,AU,1,1,236,2,10
MKS,AU,4,4,236,2,10
FDO,AU,1,1,236,2,10
MWB,AU,2,4,236,1,10
LINKE,HWE,1,1,236,2,10
LINKE,HWE,1,1,236,2,10
LINKE,HWE,1,1,236,2,10
LINKE,HWE,1,1,236,2,10
LINKE,HWE,1,1,236,2,10
LINKE,HWE,1,1,236,2,10
LINKE,HWE,1,1,236,2,10
CDU,HWE,1,1,236,2,10
SPD,HWE,1,1,236,2,10
FDP,HWE,1,1,236,2,10
GRUENE,HWE,1,1,236,2,10
GRUENE,MKS,1,1,236,2,10
AU,MKS,3,2,236,1,10
AU,MKS,2,2,236,2,10
GRUENE,MKS,1,1,236,2,10
GRUENE,MKS,1,1,236,2,10
HWE,MKS,1,1,236,2,10
NIGO,MB,1,1,236,2,10
SPD,SOAM,1,1,236,2,2
CDU,SOAM,1,1,236,2,2
SPD,FJ,2,2,236,2,2
GF,FJ,2,1,236,2,2
UN,FJ,2,2,236,2,2
GF,FJ,5,1,236,2,2
GF,FJ,5,1,236,2,2
GF,FJ,5,1,236,2,2
GF,FJ,2,1,236,2,2
SB,FJ,2,2,236,2,2
MRA,FJ,2,2,236,2,2
GF,FJ,2,1,236,2,2
UN,FJ,2,2,236,2,2
AFD,FJ,1,1,236,2,2
MRA,FJ,2,2,236,2,2
AFD,FJ,1,1,236,2,2
GF,FJ,2,1,236,2,2
AFD,FJ,1,1,236,2,2
UN,FJ,2,2,236,2,2
MRA,FJ,2,2,236,2,2
FDP,WSB,1,1,236,2,2
FDP,WSB,1,1,236,2,2
FDP,WSB,1,1,236,2,2
AFD,WSB,1,1,236,2,2
FDP,WSB,1,1,236,2,2
FDP,WSB,1,1,236,2,2
FDP,WSB,1,1,236,2,2
FDP,WSB,1,1,236,2,2
FDP,WSB,1,1,236,2,2
CDU,WSB,1,1,236,2,2
SPD,WSB,1,1,236,2,2
AFD,WSB,1,1,236,2,2
LINKE,WSB,1,1,236,2,2
GRUENE,WSB,1,1,236,2,2
LINKE,FST,2,1,236,2,2
LINKE,FST,1,1,236,2,2
FDP,FST,1,1,236,2,2
DD,FST,2,1,236,2,2
LINKE,FST,2,1,236,2,2
LINKE,FST,1,1,236,2,2
LINKE,FST,1,1,236,2,2
LINKE,FST,1,1,236,2,2
DD,FST,2,1,236,2,2
DD,FST,2,1,236,2,2
LINKE,FST,1,1,236,2,2
FJ,FST,1,1,236,2,2
MRA,FST,2,2,236,2,2
GRUENE,MR,1,1,236,2,2
GRUENE,MR,1,1,236,2,2
GRUENE,MR,1,1,236,2,2
GRUENE,MR,1,1,236,2,2
BSW,MR,1,1,236,2,2
GRUENE,MR,1,1,236,2,2
LINKE,MR,2,4,236,2,2
AFD,SB,1,1,236,2,6
AFD,SB,1,1,236,2,6
AFD,SB,8,1,236,2,6
ULS,SB,2,4,236,2,6
LINKE,SB,2,2,236,2,6
GKA,SB,2,4,236,2,6
SPD,SB,2,2,236,2,6
LINKE,SB,2,4,236,2,6
GRUENE,SB,2,4,236,2,6
AFD,SB,1,1,236,2,6
GKA,SB,2,2,236,2,6
ULS,SB,2,2,236,2,6
FB,SB,2,2,236,2,6
AFD,SB,1,1,236,2,6
FB,SB,2,4,236,2,6
GKA,SB,2,4,236,2,6
FB,SB,2,4,236,2,6
GKA,SB,2,4,236,2,6
AFD,SB,1,1,236,2,6
SPD,SB,2,2,236,2,6
FB,SB,2,4,236,2,6
GKA,SB,2,4,236,2,6
MRA,SB,2,4,236,2,6
GRUENE,SB,2,2,236,2,6
AFD,SB,1,1,236,2,6
SB,PAM,2,4,236,1,14
LBR,PAM,2,1,236,2,14
CDU,PAM,1,1,236,2,14
GRUENE,PAM,1,1,236,2,14
REK,PAM,2,2,236,2,14
GF,PAM,2,4,236,2,6
GF,PAM,2,4,236,2,14
CDU,PAM,1,1,236,2,2
GF,PAM,2,2,236,2,2
REK,PAM,2,4,236,2,2
SB,PAM,2,4,236,2,2
CDU,PAM,1,1,236,2,14
FDP,PAM,1,1,236,2,14
AFD,PAM,2,2,236,2,14
GF,PAM,2,3,236,2,14
APH,PAM,2,4,236,2,2
GF,PAM,2,2,236,2,2
SB,PAM,2,2,236,2,2
GF,PAM,2,2,236,2,2
AFD,PAM,2,2,236,2,2
CDU,PAM,1,1,236,2,2
FDP,PAM,1,1,236,2,2
GF,PAM,2,2,236,2,2
CDU,PAM,1,1,236,2,2
REK,PAM,2,3,236,2,14
CDU,PAM,1,1,236,2,14
GF,PAM,2,1,236,2,2
APH,PAM,2,4,236,2,2
CDU,PAM,1,1,236,2,2
SB,PAM,4,4,236,2,2
CDU,PAM,1,1,236,2,2
FB,PAM,2,2,236,2,2
SB,PAM,2,4,236,2,2
SB,JMA,2,4,236,1,14
FDP,JMA,1,1,236,2,14
FDP,JMA,1,1,236,2,6
SPD,JMA,1,1,236,2,6
LINKE,JMA,1,1,236,2,6
GRUENE,JMA,1,1,236,2,6
AFD,JMA,2,2,236,2,6
GRUENE,JMA,4,2,236,1,6
MRA,JMA,2,2,236,1,6
FB,JMA,4,2,236,2,6
FDP,JMA,1,1,236,2,6
AFD,JMA,1,1,236,2,6
GKA,JMA,2,4,236,2,6
EK,JMA,2,1,236,2,6
LBR,JMA,2,4,236,2,6
FDP,JMA,1,1,236,2,6
AFD,JMA,1,1,236,2,6
ULS,JMA,2,4,236,2,6
SB,JMA,3,2,236,2,6
LBR,JMA,2,1,236,2,6
FB,JMA,2,2,236,2,6
LBR,JMA,2,4,236,2,6
FDP,JMA,1,1,236,2,6
CDU,JMA,8,3,236,2,6
CB,JMA,2,4,236,2,6
FB,JMA,2,2,236,2,6
FB,JMA,2,2,236,2,6
FDP,JMA,1,1,236,2,6
FDP,JMA,1,1,236,2,6
CDU,JMA,1,1,236,2,6
SPD,JMA,1,1,236,2,6
AFD,JMA,1,1,236,2,6
GRUENE,JMA,1,1,236,2,6
SB,ULS,2,4,236,2,14
GRUENE,ULS,1,1,236,2,6
GRUENE,ULS,1,1,236,2,6
SPD,ULS,1,1,236,2,6
LINKE,ULS,1,1,236,2,6
GF,ULS,2,2,236,2,6
GF,ULS,3,2,236,2,6
GF,ULS,3,2,236,2,6
GRUENE,ULS,1,1,236,2,6
SPD,ULS,1,1,236,2,6
LINKE,ULS,1,1,236,2,6
GF,ULS,2,2,236,2,6
CDU,ULS,2,2,236,2,6
GRUENE,ULS,1,1,236,2,6
SPD,ULS,1,1,236,2,6
LINKE,ULS,1,1,236,2,6
GF,ULS,2,4,236,2,6
SB,ULS,2,2,236,2,6
AFD,ULS,2,2,236,2,6
